term_id,PC0,PC1,PC2,term_str
1.0,0.010527022451127964,0.010197547860534553,-0.03467930401252019,0
6.0,-0.0012897987902071861,-0.006986519488184489,-0.0015236122962347665,02
12.0,0.0007158681884156248,9.261043571420768e-05,-0.000595254321631794,093
13.0,0.0014317363768308056,0.00018522087142686106,-0.00119050864326542,096
14.0,-0.20977564087600944,-0.22764603000880423,-0.02310177265930606,1
15.0,-0.04379964107135808,0.00687979641139258,-0.003938439400125171,10
16.0,-0.004198095753397626,0.0026242095125343645,0.0004756433320176612,100
17.0,-0.005556701344063733,0.0009199892879022606,-0.0021283478123111377,1000
37.0,-0.0028465936424248786,0.003100666156842121,-0.0015172042422346987,103
46.0,-0.002596113018997934,0.002921056565009441,-0.002105755873243312,108
53.0,-0.01431721850031809,0.007925669209987392,-0.002018252706558761,11
54.0,-0.004370963611051365,0.0034230574473482806,-0.0005300858674313173,110
58.0,-0.001683766102373947,0.0015193703965898817,-0.0026145812896892114,111
60.0,-0.003105163521020244,0.0027755954224586467,-0.0010924107558214378,112
67.0,-0.0016870615494569761,0.0020466004117262455,-0.0011367626216690313,117
68.0,-0.0010719555153402452,0.0031208430665878796,0.001113299502165753,118
72.0,-0.26168480637784264,-0.2264112574466949,-0.016490965138325094,12
73.0,-0.0020609076125247434,0.0025205050675999874,-0.0014107804105221709,120
78.0,-0.0013748224863275925,0.0018902779496260019,-0.0022639453596013603,122
80.0,0.0007158681884155056,9.261043571359038e-05,-0.000595254321632431,1232
81.0,-0.0013025597612226283,0.002422840593884801,-0.0024468477930950257,124
84.0,-0.0018698399925547095,0.0026451091342459673,-0.0014999936303773983,126
89.0,-0.0017446036405655745,0.0011517148875771748,-0.0013767053589456742,128
98.0,-0.036824467213584545,-0.03717056057938885,-0.006258799641061478,13
99.0,-0.0037996382838206173,-0.0005212466771254925,-0.0023728048995596746,130
104.0,-8.566743266648264e-05,0.0017489428606320325,-0.0030116669593328077,133
106.0,-0.001173630224885542,-0.0005246468677117946,-0.0016631115586992686,134
108.0,-0.0014216613206044961,0.0025012076084075683,-0.002513281630685557,135
110.0,-0.0010489815795119454,0.0011052396990114861,-0.0012220731844509757,136
112.0,0.0003611296654646614,0.0012117421363320045,-0.0021472426356619763,138
119.0,-0.11579085380018657,-0.11332147498845538,-0.005067489959076242,14
120.0,-0.0016475493194170437,-0.0005598559457124699,-0.0015558223741444336,140
124.0,0.0010416674287010833,0.0011281789852733688,-0.003094626451584329,141
127.0,0.0007158681884155057,9.261043571359103e-05,-0.0005952543216324308,1430
128.0,0.0007084135512392281,0.0014531826588583712,-0.0030642519490549493,144
130.0,0.0007158681884155056,9.261043571358968e-05,-0.0005952543216324323,1449
131.0,-0.0002988329845506555,0.006133305982158739,-0.01041019964178223,145
133.0,0.0007158681884155057,9.261043571359134e-05,-0.0005952543216324298,1459
138.0,0.0007158681884155058,9.261043571359144e-05,-0.0005952543216324295,1478
