,term_str,vector,x,y,term_id,n,num,stop,stem_porter,stem_snowball,term_rank,term_rank2,p,zipf_k,zipf_k2,zipf_k3,TFIDF_sum_book,TFIDF_sum_recipe,TFIDF_sum_period
0,take,"[ 0.11089443  0.2795687   0.21189256  0.25660235  0.4076251  -0.61664766
  0.31116664  0.12818363 -0.15065157 -0.21725082 -0.09578652 -0.05540548
 -0.02994293 -0.36842042 -0.19288994  0.28410017 -0.14373077  0.42553216
  0.7046996   0.2884095   0.23939876  0.1867685   0.13874929  0.33466658
 -0.32799983  0.09473382  0.31625307  0.6348605   0.03272317 -0.29119092
 -0.16947752 -0.407      -0.18121347  0.23832054 -0.37156063  0.27621576
  0.01442363 -0.0349535   0.3299145  -0.02768926  0.22288896  0.00664099
 -0.6573262  -0.19240846 -0.06286541 -0.22935888 -0.22004732  0.10119522
  0.17750122 -0.28944534  0.23700656 -0.32583308 -0.19544885  0.3455989
  0.04880172  0.15695935 -0.34280837  0.23904337 -0.3133531  -0.20175159
  0.61678636 -0.5811408  -0.31490472 -0.04607178  0.41412717  0.1850681
  0.41610375  0.49346226  0.13433315 -0.15090959  0.02913926 -0.36222196
 -0.6062381  -0.34938547 -0.34632507 -0.08474879  0.30995956 -0.02311517
  0.05890184 -0.43653446  0.040259    0.30817223  0.46164384 -0.08398861
  0.20345712 -0.02825286 -0.3209012   0.04689683  0.6253882  -0.4255017
 -0.30151227 -0.49899536  0.316036   -0.07979309 -0.0695777   0.27898973
 -0.02431683 -0.8204459   0.15159118 -0.17558856  0.5412525  -0.03518558
  0.4644416  -0.03682188 -0.150663   -0.24596593  0.07567815  0.399244
 -0.5921451  -0.27119362  0.24374628 -0.11831088  0.3021094  -0.29262576
 -0.26973662  0.13642666 -0.0861775  -0.1385121   0.22506373 -0.22047256
 -0.3702917  -0.35604236  0.4725529   0.18185906 -0.3031762  -0.05750882
 -0.06249723  0.25384396  0.11849958  0.1445739  -0.25101575 -0.63281024
 -0.19251496 -0.5458765  -0.6836184   0.00987934  0.13914941  0.36511433
  0.35232452  0.2148771   0.1864314  -0.21331525 -0.67436415  0.127711
 -0.13188186 -0.12984121 -0.4267619   0.21303236  0.00657271  0.20116025
  0.20714547 -0.01272957 -0.61811024  0.19886708 -0.62999797  0.4263596
  0.6144773   0.25648835  0.05515556 -0.31636205  0.26867878  0.01615264
 -0.23355152 -0.11286085 -0.29516095  0.00595829  0.11724403  0.08018737
 -0.03039805 -0.02374488  0.21352758  0.16366506  0.51417434 -0.36987287
  0.2554357  -0.23973283  0.40988964 -0.15835749  0.22637539  0.09527893
 -0.7963183  -0.1694608   0.10776719  0.03269736  0.0464242   0.05867579
  0.09380224  0.1580169   0.1439915  -0.6400866   0.17287393 -0.42179465
  0.25301018  0.2514386   0.57134    -0.05784408  0.14547701  0.17442334
 -0.14222756  0.2931171 ]",80.86769,-16.602646,14903,1336,0,0,take,take,103,101,0.0795901346360062,137608,134936,8.038603598236628,0.0,5.208822266771242,0.0
1,four,"[-0.21101385 -0.49630365  0.11883352  0.26328644  0.20535931 -0.640025
 -0.2147979  -0.27251208 -0.3178863   0.095125    0.01570908  0.5659232
  0.03127507 -0.23281543 -0.22176406 -0.2256952   0.19914374  0.41615745
  0.0665449   0.3357608   0.26389864  0.38439628 -0.18185285  0.46875843
  0.15270591 -0.13380869 -0.23050326  0.53132486 -0.18925518 -0.14270096
  0.10902842  0.08540101 -0.36322537  0.18502894 -0.41262507  0.3458277
  0.10277197 -0.11884619  0.7926943  -0.13942072  0.01092963 -0.13632324
 -0.4856977  -0.17307486 -0.01110738 -0.6512767   0.03559279  0.04752496
  0.62595975 -0.12157488 -0.2438447  -0.04431465 -0.09814373  0.81891865
  0.11277367  0.55656534 -0.21922724  0.21646947  0.14440268 -0.1351584
  0.39167926  0.01377847 -0.20282236  0.16826586 -0.24285728  0.33778846
 -0.04364564 -0.15767626  0.29718274 -0.2624659  -0.1813009  -0.26242968
 -0.30893233 -0.3855965  -0.35286695  0.03879057  0.40375152 -0.02748811
 -0.26931185 -0.5732961  -0.41353342  0.02634568  0.21829662  0.10738692
 -0.21164419 -0.07678884 -0.27652565  0.34900448  0.33203852 -0.41997704
 -0.53438854 -0.08978675  0.15068226 -0.14448076  0.03192835 -0.22646149
 -0.09933499 -0.3516855  -0.4260341  -0.2650195   0.4422711  -0.06046658
  0.5973223  -0.15741833 -0.40767512 -0.40990573  0.4340028  -0.0227811
 -0.04416579 -0.34240845  0.614965   -0.37238622  0.2614326   0.00682458
 -0.22457242  0.4189916  -0.57795364  0.008117    0.34347877  0.22428994
 -0.03609595 -0.2537023   0.3852807  -0.3166688  -0.30536824 -0.03356327
  0.12134857  0.27566248 -0.04571445  0.38663468  0.2090993  -0.37735745
 -0.04580019 -0.23107442 -0.6017406  -0.359765   -0.12461702  0.46559963
  0.56401545  0.41856304 -0.21498503 -0.34658843 -0.5110418  -0.11023321
  0.07553335  0.2748636  -0.48541182  0.17687574  0.23955856  0.24439262
  0.31818587 -0.23205374 -0.8480348  -0.11925814 -0.51487327  0.21087821
  0.06023966  0.27650416  0.3759224   0.01794419  0.17053384 -0.12208903
 -0.169849   -0.04426854 -0.0959549  -0.14349328  0.02300535  0.11334894
 -0.5929417   0.11957227  0.17101511  0.5155508   0.082304    0.15529074
  0.20006563  0.30761683 -0.1169066  -0.46542308  0.12754205  0.01562911
 -0.68230057 -0.08687886  0.57627743 -0.33005077  0.48291537  0.41019073
 -0.29253387  0.05048981  0.11081666 -0.2573357  -0.05998661 -0.12590586
 -0.28495854  0.0513464   0.39464378  0.1023863   0.38053897  0.2765541
  0.17933598  0.4275506 ]",62.371803,-25.710085,6710,665,0,0,four,four,198,185,0.039616346955796494,131670,123025,7.329024186822353,0.00036249476038902495,4.251443911230714,0.0
2,large,"[-2.22064257e-01 -3.37588429e-01  1.03797711e-01  1.90379277e-01
  2.26719052e-01 -5.53139389e-01 -2.30602577e-01 -2.11016521e-01
 -2.65785724e-01  3.84200253e-02 -7.14011192e-02  4.66022074e-01
  8.52952003e-02 -1.21299945e-01 -1.88174725e-01 -2.99293458e-01
  2.26035565e-01  2.42693290e-01 -3.69024165e-02  2.71945328e-01
  1.97958529e-01  3.45509708e-01 -7.77675584e-02  4.17050093e-01
  9.10537541e-02 -2.63939090e-02 -2.69294828e-01  4.17753726e-01
 -1.21954456e-01 -1.05635054e-01  9.52997282e-02  5.45888171e-02
 -2.85207510e-01 -1.68494147e-03 -3.27339083e-01  1.88147545e-01
  4.22824472e-02 -4.76311445e-02  7.16145039e-01 -3.10082763e-01
  7.87795894e-03 -9.05546695e-02 -3.40431511e-01 -2.47414351e-01
  1.98477693e-02 -6.62902772e-01  1.17280640e-01  8.19270089e-02
  5.31223238e-01 -1.57368436e-01 -1.71477541e-01 -1.04892798e-01
 -4.21272293e-02  7.69687057e-01  8.10203105e-02  4.32488978e-01
 -1.30939856e-01  1.77076697e-01  7.84600675e-02 -1.34950131e-02
  4.67641711e-01  7.92274401e-02 -3.44033629e-01  1.73663229e-01
 -2.66942024e-01  2.46513844e-01 -3.12447939e-02 -3.13267589e-01
  3.31503302e-01 -1.85021728e-01 -1.61451623e-01 -1.53811395e-01
 -2.49395862e-01 -2.53564149e-01 -2.98384845e-01 -2.35694498e-02
  3.14301997e-01 -3.93774621e-02 -2.38199726e-01 -4.44681287e-01
 -3.29438597e-01  8.75101686e-02  1.70782655e-01 -2.80494206e-02
 -2.08750531e-01 -1.97503306e-02 -2.19729662e-01  2.97603101e-01
  1.88079581e-01 -3.08488667e-01 -4.32481825e-01 -8.78417678e-03
  5.25814407e-02 -8.91254023e-02  9.82126147e-02 -1.43722504e-01
 -6.06387109e-02 -1.86735943e-01 -3.70216638e-01 -3.01891655e-01
  3.58442217e-01 -3.88078541e-02  4.92559761e-01 -1.18984081e-01
 -3.06248218e-01 -2.42188588e-01  3.73264223e-01 -6.90721199e-02
  8.18945989e-02 -2.27154478e-01  4.13460970e-01 -3.70084763e-01
  2.08319455e-01 -2.34319270e-02 -2.02578872e-01  3.75144005e-01
 -4.51396614e-01 -1.00757806e-02  3.29630703e-01  2.15645030e-01
  1.84689444e-02 -1.55784622e-01  2.85790086e-01 -2.76167989e-01
 -2.13453040e-01 -1.47235338e-02  1.56612158e-01  1.23942606e-01
 -1.19473502e-01  2.70344794e-01  1.90319717e-01 -2.71031559e-01
  3.46172346e-05 -1.97717547e-01 -5.31455874e-01 -3.12982738e-01
 -1.48202881e-01  3.44271660e-01  5.67117691e-01  3.81704897e-01
 -1.49406046e-01 -3.14725935e-01 -4.22751427e-01 -1.03379466e-01
  2.20834315e-02  1.40201360e-01 -3.90686750e-01  1.76644474e-01
  1.99185818e-01  1.44739270e-01  1.65889442e-01 -1.87317699e-01
 -6.98101997e-01 -1.42020518e-02 -4.92828369e-01  1.40808165e-01
  5.59616871e-02  2.41246626e-01  2.96398193e-01  2.06124485e-02
  1.00579157e-01 -9.35586095e-02 -1.82031646e-01 -2.10925445e-01
 -1.56948447e-01 -2.03237027e-01  3.24392207e-02  1.68468103e-01
 -4.41552609e-01  1.14911079e-01  1.43044174e-01  4.00902390e-01
  5.31564988e-02  1.18193984e-01  2.93039382e-01  2.36073628e-01
 -3.67273390e-02 -4.78594810e-01  1.59802675e-01  6.11489937e-02
 -5.71925223e-01 -7.29371980e-02  4.07035887e-01 -1.98553175e-01
  4.24177170e-01  2.93869168e-01 -2.29114920e-01 -1.80884474e-03
 -3.60314967e-03 -2.16440350e-01  4.04620729e-03 -2.38520220e-01
 -2.19222084e-01  2.11108960e-02  2.32576132e-01  8.59744549e-02
  2.98373848e-01  1.98248133e-01  1.98943138e-01  2.93646961e-01]",61.386784,-23.576122,8886,1261,0,0,larg,larg,109,106,0.07512212558084118,137449,133666,7.962945311569165,0.0006612336301845206,5.919678116045081,0.0
5,asparagus,"[-7.32168853e-02  2.01496612e-02  6.26646280e-02  1.67783294e-02
  1.27077147e-01 -1.40521467e-01  6.83978247e-03  3.94792557e-02
 -7.13229850e-02 -5.05235828e-02 -5.93094043e-02  6.58786595e-02
  4.09561098e-02  3.75683187e-03 -5.24154902e-02 -3.28472406e-02
  6.03148080e-02  3.18138041e-02  2.25319695e-02  6.62770271e-02
  4.03886624e-02  8.21389556e-02  6.40137047e-02  1.31092817e-01
  6.38672942e-03  6.93615526e-02 -7.66805783e-02  1.37582287e-01
 -3.77996638e-02 -5.23695126e-02 -2.68087201e-02 -5.62974401e-02
 -7.66016692e-02 -9.37505886e-02 -9.14014801e-02  3.31213474e-02
 -1.20976064e-02  3.00631691e-02  2.13686809e-01 -1.84811503e-01
  4.78050811e-03  1.03952317e-02 -1.60011396e-01 -8.87755156e-02
  1.69079769e-02 -2.09179997e-01  2.40279529e-02  4.74681519e-02
  1.08276270e-01 -5.61373122e-02  5.42744622e-02 -1.31151766e-01
 -2.69735958e-02  2.05832571e-01  4.77556810e-02  8.45752209e-02
 -5.88033684e-02  9.62442998e-03 -6.30737022e-02  5.43998703e-02
  2.52666473e-01 -3.77826244e-02 -2.49111503e-01  5.89426868e-02
  3.83504219e-02  9.81019512e-02  2.58350000e-02 -4.88568917e-02
  1.11640558e-01 -7.54575282e-02 -8.59105662e-02 -7.17862099e-02
 -1.51224613e-01 -8.67984369e-02 -7.94335380e-02 -5.76027930e-02
  6.11427017e-02 -5.23926355e-02 -4.75310832e-02 -1.60132557e-01
 -2.22044867e-02  1.12991251e-01  1.10611700e-01 -9.86852050e-02
 -3.07741985e-02  5.84053695e-02 -9.66433287e-02  7.59768412e-02
  9.41622332e-02 -1.56203225e-01 -1.06432281e-01 -4.08990458e-02
 -4.04516011e-02 -2.66095288e-02  8.59766081e-02  4.46266569e-02
  1.31691119e-03 -5.16366996e-02 -3.83471251e-02 -1.68540120e-01
  1.10469073e-01 -8.31699464e-03  1.27719894e-01 -5.40905185e-02
 -3.43551636e-02 -2.49185655e-02  1.11578852e-01  1.79535747e-02
  5.12574427e-03 -8.78625363e-03  7.44090155e-02 -1.38740212e-01
  1.45364646e-02 -9.14686099e-02 -1.24798380e-01  8.73917341e-02
 -6.82945698e-02 -5.92735112e-02  1.44438431e-01 -1.21236499e-02
  2.53394991e-03 -6.74635768e-02  5.72727360e-02 -6.92884773e-02
 -2.31879968e-02 -9.75004281e-04  9.31422561e-02 -4.65785041e-02
 -7.20020980e-02  3.82130258e-02 -8.25362932e-03 -9.00812149e-02
  1.64075829e-02 -1.59872502e-01 -2.10011587e-01  9.32773226e-04
 -4.92014922e-03  4.64175232e-02  2.08436325e-01  1.08804181e-01
  1.47092659e-02 -7.84478858e-02 -1.62110150e-01  9.38744191e-03
 -3.81554663e-02 -1.12642255e-02 -1.00211166e-01  8.29791054e-02
  4.29806225e-02 -7.41981389e-03 -2.32749517e-04 -6.44479226e-03
 -1.95811838e-01  7.94639662e-02 -2.42489606e-01  6.81402534e-02
  1.02578215e-01  6.35877028e-02  7.97205865e-02 -2.22625192e-02
 -1.65083893e-02 -1.55768981e-02 -2.57316604e-02 -1.53040782e-01
 -9.88572910e-02 -2.94327736e-02  4.68563251e-02  1.06545448e-01
 -7.68965557e-02  4.74199839e-02  5.91312870e-02  9.96212810e-02
  4.60411012e-02 -2.92253383e-02  1.71861336e-01  2.21495815e-02
  1.11827709e-01 -1.63385943e-01  8.94631818e-02  4.10839468e-02
 -2.35183075e-01 -7.80721679e-02  5.53140126e-04  3.43380719e-02
  9.05165076e-02  5.09517007e-02  2.53571346e-02 -2.02409588e-02
 -5.52051142e-02 -1.16039835e-01  7.90040940e-02 -1.82572797e-01
  6.72939327e-03  2.80164983e-02  4.01083194e-02  1.84334423e-02
  8.58077183e-02  8.79637599e-02  6.49412051e-02  6.14863299e-02]",42.67204,22.833673,1813,154,0,0,asparagu,asparagus,764,479,0.009174311926605505,117656,73766,4.394495412844037,0.0006504864841580747,2.48319517695898,0.0
8,nicely,"[-0.08582519  0.13546206  0.12010113  0.06928014  0.29195616 -0.45863438
  0.09001296  0.05525576 -0.18303736 -0.20712526 -0.13426174  0.12053633
  0.11661612 -0.0964106  -0.1048445  -0.05103387  0.09545299  0.12978731
  0.1662863   0.1978769   0.11179002  0.26135433  0.1246401   0.3308339
 -0.10387576  0.1210518  -0.02066564  0.37644035 -0.03643007 -0.10925814
 -0.16194609 -0.15001693 -0.20030612 -0.12530822 -0.19651356  0.10340599
 -0.02891341  0.01108607  0.4720636  -0.33692217  0.10727008  0.01320983
 -0.35869884 -0.22537228  0.0921158  -0.45772332  0.04922692  0.10153725
  0.2580815  -0.2000475   0.14707604 -0.3823297  -0.07932429  0.46429265
  0.07063152  0.16529323 -0.14504296  0.08150749 -0.24413602  0.06643042
  0.5898385  -0.1999231  -0.5348203   0.08707723  0.07860353  0.2317308
  0.1949681  -0.02746831  0.23603034 -0.10021675 -0.13052604 -0.1063076
 -0.38185605 -0.22809854 -0.22971325 -0.15984902  0.19468328 -0.16455205
 -0.03302833 -0.38292608 -0.05057472  0.28965068  0.29004842 -0.17625289
 -0.0633109   0.00419552 -0.26967984  0.1151204   0.37321272 -0.31856748
 -0.26927918 -0.16492638  0.05490754 -0.0945753   0.1707239   0.19151455
 -0.02621664 -0.30184534 -0.07922751 -0.28425     0.3080465   0.04497882
  0.26982224 -0.14201696 -0.05631007 -0.08191733  0.25859603  0.14211853
 -0.08145672  0.01171922  0.1810762  -0.2795148   0.10383831 -0.2900168
 -0.34091672  0.18410324 -0.15733612 -0.08317133  0.30568534 -0.04228738
 -0.04706884 -0.21555783  0.23645346 -0.06304862 -0.01076838 -0.01326574
  0.10539234 -0.00909554 -0.11587913  0.11278463 -0.07205001 -0.34640196
 -0.03695755 -0.41046885 -0.5043778  -0.04454543 -0.00111173  0.22150068
  0.46136352  0.19605725  0.09976597 -0.21315804 -0.47695065  0.03457895
 -0.14917152 -0.09712005 -0.2834848   0.11087586  0.08038111 -0.00478649
  0.04341939  0.0242933  -0.4488892   0.20605335 -0.55566114  0.23314705
  0.30935574  0.20224108  0.19561227 -0.08066658  0.07420792 -0.04698788
 -0.09800358 -0.31697223 -0.23812601 -0.06964038  0.08809419  0.1474765
 -0.118496    0.10403447  0.10438968  0.15322411  0.20603722 -0.1652927
  0.32476407 -0.08127946  0.28354517 -0.28662708  0.2120507   0.06932497
 -0.5946426  -0.1888263   0.03604603  0.07754918  0.12141944  0.13271579
  0.0154676  -0.05711468 -0.10932528 -0.37727684  0.26099855 -0.46473098
  0.04936806  0.11171937  0.22477542 -0.04229011  0.2235843   0.251036
  0.0686476   0.20582326]",77.07758,-9.888827,10282,177,0,0,nice,nice,688,456,0.010544501370189445,121776,80712,4.808292624806387,0.0005056550149415086,1.7315122276234705,0.0
9,cut,"[-0.02474098 -0.11675518  0.16700645  0.20061475  0.2939422  -0.6162589
 -0.00480396 -0.03605196 -0.23836575 -0.02179861 -0.13830864  0.3812444
  0.15640889 -0.24341737 -0.21476944 -0.08690301  0.08067065  0.3505754
  0.28667808  0.30611074  0.31689358  0.23951389 -0.05449466  0.38847202
 -0.02642213 -0.00373326 -0.12304834  0.5691577  -0.18331379 -0.19219701
  0.06800161 -0.14863427 -0.34096295  0.01510256 -0.35616142  0.22452143
  0.1116165   0.00363825  0.5870007  -0.17490129  0.13173938  0.00741909
 -0.47090432 -0.2779019   0.02398979 -0.44388255 -0.00225355  0.03906326
  0.35716346 -0.14116631 -0.10323862 -0.21675509 -0.14186855  0.46190965
  0.06951574  0.35717434 -0.22277519  0.1792245   0.01295419 -0.11584558
  0.48215806 -0.13546132 -0.27972713  0.02046713 -0.11723938  0.26975727
  0.06902885  0.14300197  0.2508963  -0.20342511 -0.01716116 -0.19546643
 -0.38973272 -0.29910287 -0.41577587 -0.06317779  0.29610205 -0.01414207
 -0.1512965  -0.40190417 -0.11733325  0.18754598  0.28527194  0.11839952
 -0.09994861 -0.0348656  -0.18427229  0.12133516  0.41812226 -0.3229363
 -0.44490045 -0.19207099  0.17663957 -0.13356917 -0.07924315  0.00634659
 -0.07207105 -0.4794731  -0.14940402 -0.23591486  0.48060682 -0.01591857
  0.5380217  -0.16991547 -0.22054833 -0.26281196  0.34151658  0.09531456
 -0.13581805 -0.23112686  0.33410978 -0.211366    0.25844735 -0.12601975
 -0.16272745  0.3394762  -0.2721261  -0.10574631  0.2567832   0.05688544
 -0.18146867 -0.23286554  0.30819583 -0.10764371 -0.11446583 -0.02703776
  0.13994074  0.21460141  0.03808723  0.2010237  -0.02002958 -0.41202235
 -0.10355707 -0.2131631  -0.55264825 -0.06842374 -0.07979571  0.37638927
  0.39256468  0.29967314 -0.05042053 -0.25948432 -0.56303346 -0.14204879
 -0.03179902 -0.02160468 -0.37503716  0.19562434  0.15409987  0.22958726
  0.15817007 -0.09804443 -0.5891635   0.10869153 -0.4968052   0.25736523
  0.17137553  0.31436753  0.21751979 -0.01765116  0.09875002 -0.05622476
 -0.09984449 -0.19034117 -0.18934758 -0.03220237 -0.02079033  0.22274464
 -0.38014308  0.05856002  0.1395478   0.39392486  0.08937697 -0.03799237
  0.3216555   0.11151853  0.08140337 -0.27913517  0.302763    0.15419903
 -0.6619553  -0.06277658  0.21610197 -0.12570724  0.2681978   0.25244972
 -0.11657928  0.03314554  0.08519153 -0.38514602  0.12842163 -0.2045619
 -0.1087654   0.1413242   0.35281938  0.07541052  0.28956774  0.3030501
  0.13220094  0.22523078]",66.97888,-18.590336,4463,2410,0,0,cut,cut,46,45,0.14357202430596927,110860,108450,6.4607410937686165,0.0,10.799032156596219,0.0
11,one,"[-3.26517791e-01 -5.06609380e-01  1.95224121e-01  2.47293144e-01
  3.19282740e-01 -5.57257533e-01 -2.74683386e-01 -2.29951456e-01
 -3.12841505e-01  1.64727196e-01 -2.15256941e-02  5.23019612e-01
  6.39847219e-02 -1.06310137e-01 -2.30064943e-01 -2.87093759e-01
  1.85245141e-01  3.21060032e-01 -2.85287239e-02  2.21564427e-01
  2.27406740e-01  2.72647798e-01 -1.44417763e-01  4.20579135e-01
  1.99279964e-01 -3.09122577e-02 -3.65435630e-01  4.09412742e-01
 -1.78971946e-01 -1.83404967e-01  2.89587796e-01  5.42046055e-02
 -2.29536295e-01  9.39368159e-02 -4.24537361e-01  2.45616481e-01
  4.38806191e-02  1.03446087e-02  7.49301910e-01 -2.79421180e-01
 -1.05228081e-01 -1.49856210e-01 -4.02681082e-01 -1.92098588e-01
 -1.27125099e-01 -6.64622247e-01  6.13977313e-02  7.77018741e-02
  5.27388275e-01 -6.25467822e-02 -1.56961635e-01  9.03331637e-02
  2.53594131e-03  7.59736478e-01  1.54675767e-01  4.95181412e-01
 -2.05364749e-01  1.85437530e-01  2.39291713e-01 -8.17011893e-02
  3.76907408e-01  1.15750685e-01 -1.96463287e-01  2.40644634e-01
 -2.45373189e-01  2.51427472e-01 -1.35625854e-01 -3.44033331e-01
  2.90165484e-01 -2.72250116e-01 -2.32664242e-01 -3.08657855e-01
 -2.66654283e-01 -2.66779006e-01 -2.70685285e-01  5.00519350e-02
  3.23799551e-01  6.27861321e-02 -3.51989746e-01 -5.32614648e-01
 -4.20914173e-01 -1.72409248e-02  1.47059366e-01 -7.46618630e-03
 -1.81538701e-01  7.70072863e-02 -1.71658173e-01  4.03572232e-01
  9.16179121e-02 -4.49696302e-01 -4.80145633e-01 -9.38609708e-03
 -3.99030708e-02 -5.44017740e-02  5.68852350e-02 -2.65702605e-01
 -6.02937443e-03 -7.65590519e-02 -4.27938759e-01 -4.04265434e-01
  3.51708144e-01 -1.63015872e-01  6.01386487e-01 -1.21555090e-01
 -3.99422318e-01 -3.31745952e-01  3.92072558e-01 -1.89841896e-01
  1.17519669e-01 -4.03184533e-01  4.93063271e-01 -4.35086489e-01
  1.85445264e-01  1.14338011e-01 -9.97280404e-02  4.34397578e-01
 -5.11248052e-01 -1.10463314e-01  3.76699001e-01  2.06696987e-01
 -1.85326729e-02 -1.37667760e-01  2.91416675e-01 -4.14321482e-01
 -4.57710564e-01 -1.86712928e-02  1.99813366e-01  1.26928881e-01
 -1.18986018e-01  3.02869648e-01  2.74992764e-01 -1.96844608e-01
  7.32494667e-02 -1.83694825e-01 -6.32278144e-01 -3.14804703e-01
 -1.45805597e-01  3.29096556e-01  6.73531830e-01  5.06752431e-01
 -2.55172819e-01 -3.24639916e-01 -3.97686213e-01 -1.11408070e-01
  1.23382725e-01  3.26267093e-01 -4.54565316e-01  2.92189389e-01
  2.32105419e-01  2.64338434e-01  2.28451654e-01 -3.20223808e-01
 -8.37598026e-01 -1.10030644e-01 -5.69360793e-01  1.51674435e-01
  5.60449883e-02  2.30899036e-01  2.53493875e-01 -1.16558054e-04
  2.72227079e-02 -1.11930214e-01 -2.18435466e-01 -2.14233905e-01
 -1.65760636e-01 -2.18679875e-01  1.06650770e-01  2.25574255e-01
 -5.95080793e-01  8.82260576e-02  2.09483504e-01  5.57091713e-01
  9.70846321e-03  2.24843070e-01  3.77835423e-01  3.66864502e-01
 -5.83988093e-02 -6.10772252e-01  1.74877569e-01  6.97549134e-02
 -6.35018110e-01 -1.52837187e-02  4.96963173e-01 -2.84076512e-01
  5.59732080e-01  3.36263329e-01 -2.43476272e-01  4.11933884e-02
  5.77089526e-02 -1.73113808e-01 -1.47838846e-01 -1.60008565e-01
 -2.35812977e-01 -4.26990427e-02  1.94614738e-01  1.32738322e-01
  3.06365490e-01  1.12489112e-01  2.86386758e-01  3.27979833e-01]",58.87824,-25.87425,10570,3480,0,0,one,one,31,31,0.20731562015965685,107880,107880,6.426784224949362,0.0,11.359556849819969,0.0
12,inch,"[-0.18837637 -0.3102908   0.12754747  0.24353817  0.2198711  -0.44910246
 -0.160953   -0.17955244 -0.25453886  0.13945821  0.00518262  0.35289022
 -0.01376161 -0.18193945 -0.19039868 -0.11789992  0.06658418  0.38501856
  0.2339175   0.22016057  0.23126416  0.23591691 -0.09102171  0.3962831
  0.04643608 -0.11689599 -0.16421369  0.37446752 -0.08043455 -0.18389226
  0.17625561  0.02498028 -0.17899296  0.22244781 -0.41525462  0.24728362
  0.0100902   0.0102539   0.5034941  -0.05362707  0.00858932 -0.10481243
 -0.44738385 -0.1597064  -0.10351738 -0.43730372 -0.08036673  0.08640271
  0.37131482 -0.14828727 -0.12398121  0.0442458  -0.03043198  0.62343735
  0.11168585  0.44597283 -0.20564526  0.24998662  0.0781626  -0.1725276
  0.3462977  -0.05488551 -0.07363256  0.12483577 -0.06824896  0.16854697
 -0.00773535 -0.10314916  0.21901599 -0.2342623  -0.12800734 -0.36272347
 -0.30847353 -0.3201555  -0.20594525  0.09955683  0.2804611   0.0954725
 -0.20620453 -0.46066722 -0.2975333  -0.00485135  0.12455046 -0.04162944
  0.00105861  0.00805304 -0.15660733  0.31572258  0.17715971 -0.42274302
 -0.40531772 -0.12461243  0.13733064 -0.0067218  -0.05504385 -0.16907862
 -0.01334002 -0.29041064 -0.27978364 -0.23118868  0.34658426 -0.1147889
  0.533105    0.00572293 -0.35945234 -0.30823815  0.24206716  0.01053797
 -0.11371991 -0.3617207   0.41181195 -0.29803798  0.2771309   0.10861327
 -0.07974079  0.2941355  -0.34006816 -0.05895805  0.26191047  0.02710249
 -0.08657604 -0.14078352  0.34174135 -0.23564307 -0.45806146 -0.01166206
  0.03484352  0.22532693 -0.00690424  0.2252943   0.14257076 -0.28566092
 -0.04505145 -0.17686556 -0.48486635 -0.3191188  -0.05189117  0.36908573
  0.41283488  0.36440757 -0.14835507 -0.24985565 -0.35066143 -0.04064922
  0.12019464  0.26292497 -0.38391426  0.21977082  0.14665355  0.28169286
  0.23115715 -0.26639658 -0.66121775 -0.10811769 -0.39258412  0.17199548
  0.1471272   0.15769728  0.13230444 -0.08910158  0.10265682 -0.04020072
 -0.21035777 -0.03132077 -0.0975668  -0.14108549  0.05094405  0.07594752
 -0.37839907  0.03592518  0.21792506  0.35841867  0.15721194  0.11017039
  0.17664792  0.27136844 -0.01063147 -0.36943915  0.07384151  0.03142309
 -0.5118052   0.0161407   0.40812516 -0.22040315  0.38684395  0.19589247
 -0.18906452  0.11729752  0.1941136  -0.24913071 -0.15858614 -0.10159846
 -0.1087525   0.04649085  0.3331379   0.05344557  0.14856236  0.02564657
  0.10285966  0.36644766]",64.04991,-22.179014,8092,503,0,0,inch,inch,258,236,0.029965447396640057,129774,118708,7.071845585607053,0.00029526132397268484,3.9622021425198977,0.0
