term_id,PC0,PC1,PC2,term_str
1.0,-0.0006665182785144154,-0.0002034587518454535,-0.0007702599501701991,0
2.0,-0.00011034896994083221,0.00026650969225260057,0.0002774519927891683,000
6.0,-0.0003175987976286043,0.0007859374991375512,0.0008425930217942634,02
7.0,-8.443605607733051e-05,0.0003110304083114232,0.0003614394651506869,020
14.0,0.3268599932044796,0.12977475702849642,0.11940909283461737,1
15.0,0.0059983345727336115,0.016215874646989425,0.0006020529445224243,10
16.0,-0.00191552093999768,0.003866492163022095,-0.00024584793243809244,100
17.0,-0.0012273793987635138,0.0016370162592634352,0.0003368234513061036,1000
23.0,-0.0017998450254263628,0.001594916204311736,0.0003741562020146971,101
26.0,0.0002574664594849807,0.00034926487460473776,0.00046988472361747524,1015
28.0,0.0002574664594849811,0.00034926487460468225,0.000469884723617614,1017
30.0,-0.001571687964004554,0.0008368149969946864,0.00029768569868795364,102
37.0,-0.0005318303146205061,-0.0006445771918265689,-0.00021726418430295658,103
40.0,-0.0005402567580614976,0.0003942556805745156,-0.0009537267456699028,104
42.0,-0.0009922993065428747,0.0008523682551220301,-0.0005373691525003474,105
43.0,-0.0015120950231592139,3.915324771951265e-05,-0.000163596241239507,106
45.0,-0.0009819104361811653,0.00044623226611319313,0.00024057550992153477,107
46.0,-0.0015290971887798113,0.00034272279675777657,-0.00017965098428991886,108
47.0,-0.0011213408151844722,0.0008681553218488501,-0.0003707807873047414,109
53.0,-0.004638745961724089,0.008061967715343479,0.0016924546915870948,11
54.0,-0.0015579322338034084,0.00128409531451886,-0.00031661698617581736,110
55.0,-7.252525922345798e-05,0.00018618669446251565,0.00021355985878675524,1100
58.0,-0.0012247771501898415,-8.140585371969808e-05,-0.00017565622717470288,111
60.0,-0.0012065215085458735,0.0004168335576215581,-0.0002787381168659926,112
61.0,-0.001096758209561672,0.0004608873308189012,0.000449393855119084,113
62.0,-0.0007481780678545184,7.406906269469568e-05,0.0003311816284097348,114
64.0,-0.001400879933667012,0.0002620158373977546,-0.00012184127496149639,115
66.0,-0.0005448119060083777,-0.0002878271957348485,-0.00012883972406751027,116
67.0,-0.0002590077252837794,-0.00017632169053672395,0.0002858388680119061,117
68.0,-0.000701948523494656,0.0011153336291122506,-1.9495311533946706e-05,118
69.0,-0.0007606954084333534,0.001548499888369133,0.0003390282006292163,119
72.0,0.22664389816215696,0.11550582269214142,0.004217924022873338,12
73.0,-0.001276327642394797,-9.756287976191303e-05,0.00014502312216492952,120
76.0,-0.0005855537592582999,0.00025959011247866877,0.0003819484723841156,121
78.0,-0.0015590268828112343,0.0007207325018411827,0.0003604715489320388,122
79.0,-0.0015103095694013336,0.00020722153598745917,-0.00034664893783519716,123
81.0,-0.0013281802159110269,0.00044668627501535794,0.0003323964656194429,124
83.0,-0.0007949523398938486,-0.0008637711500272955,-5.8863159793674354e-05,125
84.0,-0.000717218285391046,8.506717485883175e-05,0.0004634139094647193,126
85.0,-0.0005275255815906144,4.367402943407767e-05,0.0006302132749026137,127
89.0,-0.0010171250786175886,0.0007738059584737546,0.0006454212046450391,128
91.0,-0.0005171601310373509,-0.00028087165144315856,-0.00028970247182356494,129
98.0,0.04616073646572773,0.030404652683492628,0.02999426210415214,13
99.0,-0.0008197285448707256,-0.000512828637886417,0.0013011978246335357,130
102.0,-0.0005565897688608183,-6.0948423692464116e-05,0.0006900216595863741,131
103.0,-0.0008151857008144812,3.171884145453627e-05,0.0008410968507436846,132
104.0,-0.001008145978116159,0.0001348106692723011,-0.00030865090729925157,133
106.0,-0.0008441451172530273,-0.00034529214229430646,0.00045814909953592636,134
107.0,-7.668389896192027e-05,-2.2778678785121018e-05,0.0004911463736442603,1345
110.0,-0.0007360251841897524,0.00025636586166912683,-0.00032139074171781126,136
119.0,0.13023470658399008,0.05834251544241172,0.023053427256857235,14
120.0,-0.0003255112141079591,0.0008846062585624984,-0.00010012497910566218,140
126.0,-0.00017073659439893198,8.196511118023469e-05,0.0002134471894008685,143
132.0,-0.00015897457023475163,3.4305894429533176e-05,0.0007027718023318737,1455
135.0,-0.00036474303208011314,-0.0003399949583319581,-0.00031843103561231755,147
148.0,0.015455236548846273,0.019788355899147268,-0.0016549285118889136,15
182.0,-0.0036679137520147813,0.008144976175287163,0.001963549577358054,16
183.0,-0.001534576481687493,0.0004048377650681396,-0.0017028190528506934,160
184.0,-0.00040075488015274704,0.00047032040141852937,0.00018382589679938186,1600
209.0,-0.00014913724571711775,-3.2395831837743514e-05,0.0005971387512301145,166
219.0,-0.00010635025354274173,-1.4799032149873533e-05,0.0003868745430369316,1675
234.0,-0.0041263853041782345,0.004606748391505892,-7.784622871935647e-05,17
280.0,0.051071289271391235,0.017619520646418838,0.0509601245244592,18
281.0,-0.0007341613019470003,0.0010315838087809278,-6.36823406433838e-05,180
315.0,6.418052366213128e-05,-0.0012479462716400238,0.0005849618619343482,186
325.0,-0.0004354566599131442,0.0008009987451277739,0.0003023835867116478,1880
340.0,-0.005203582083622211,0.007007712260662962,0.0004045954175236355,19
348.0,-0.00035907955260360306,0.00023532316898475515,0.0004814423786421869,192
352.0,-0.00023279939388327507,-3.7740506384727635e-05,0.0001029156201118859,193
370.0,0.0014074229072129712,-0.0001482529433511221,0.0019187911644016461,1¼
371.0,0.0014782104638951276,-0.0002086118705142128,0.0004091729971898122,1½
373.0,0.193108269169919,0.07862232668371721,0.0313941641783336,2
374.0,0.017655646981391254,0.02075908106068809,0.01688679414210437,20
375.0,-0.0007398054211752258,0.0006978663160350253,-0.0010461080352123133,200
385.0,-0.00017014602435380262,0.00020625735932897735,0.0001735837161694456,2040
400.0,-0.004014124230780763,0.003642035898583767,-0.0007228444764167654,21
401.0,-0.00040934003283368196,0.0010286671523345183,0.0004956087243073158,210
402.0,-7.2525259223458e-05,0.00018618669446251543,0.00021355985878675543,2100
406.0,-0.0017025596889578142,0.0019816918466633955,-0.0018138866708561014,212
412.0,0.0004425731800840877,0.00030296434638587557,0.0014685620481855262,215
421.0,-0.004086633097657051,0.003952675777854595,-0.0005421857903788466,22
437.0,0.015259464721086254,0.011830131045628878,0.0014378487218283632,23
438.0,0.0005047826099893356,0.0009829027281969306,-0.0011288619839506613,230
446.0,0.0008412339184463859,0.0010193247499510653,-0.0024876791830138814,238
448.0,-0.0038099541467072227,0.005976724644582527,-0.002381344683612947,24
449.0,0.0005680702427902301,0.0008207926561152084,-0.0024875906205609134,240
450.0,-0.0006013015311640435,0.0007075625225661604,0.0004042212773950503,2400
461.0,0.001202684682797399,0.006948235960928362,0.007480158060053666,25
476.0,-0.004070179078568062,0.0027103031595143733,-0.0005130833754801663,26
490.0,-0.004154272377957503,0.0025728463369074158,-0.0009858791947038473,27
492.0,-0.00030635593796766433,0.000319314059857443,0.00026929914997679517,2700
501.0,-7.668389896192034e-05,-2.2778678785121045e-05,0.0004911463736442606,2795
502.0,-0.003979857132068488,0.0043820258948159725,-0.00015154501639892882,28
514.0,-0.0032025728113236123,0.002745603391466348,-0.00027142961246028654,29
536.0,0.06544034696248066,0.04233518586782265,-0.009352912707774278,3
537.0,0.015941985067174255,0.013368676794943442,0.024800127197518573,30
538.0,-0.001166022295005127,0.0012121911190108921,-0.0009382267529974683,300
550.0,-0.0006364354522407811,-0.0011020897493521009,0.00013282330004030801,307
551.0,-0.00017014602435380262,0.00020625735932897744,0.00017358371616944557,3070
554.0,-0.0035269149283318245,0.003922638681346771,0.00022633067130755486,31
570.0,-0.004361729233151643,0.004814499219777483,-0.00028856814252017395,32
572.0,-0.00014348137364916488,0.00017658425074751114,0.0004382780304485135,3200
582.0,-0.0032277343029239415,0.00335451758706471,-0.0005077038732119291,33
590.0,0.05017486670288674,0.03280139355598716,-0.010424093236577156,34
604.0,-0.0003665627253720376,0.004726131574481347,0.00016688687356749022,35
605.0,0.00016549250725915365,0.0020548767247901933,0.0007332678694505177,350
614.0,-0.0035403416583509994,0.0027944451649875783,-0.00011845927896080408,36
624.0,-0.0033103449085618544,0.00315591157295557,-0.00028236486651716586,37
626.0,-0.00011034896994088036,0.00026650969225251844,0.00027745199278910257,3700
636.0,-0.0018893033928834456,0.004228401516171404,-0.0012530962583012374,38
646.0,-0.0029536188656338696,0.002578996331087345,-0.0006842964352558621,39
659.0,0.046038666680576816,0.02479401991764866,-0.014505000397949153,4
660.0,0.001587188143734194,0.008170033444365775,0.004487338044792453,40
661.0,0.0011808605530177303,0.0032079454610989,0.0023872668405055695,400
673.0,-0.002944749115699894,0.003967885524171905,-0.00025344989051354674,41
676.0,-0.0002788565248826712,4.6376888104533224e-05,0.00012057146936277927,412
684.0,-0.003031082476705115,0.003401553377389327,-0.00043481386433961685,42
685.0,3.363019297159285e-05,0.00037999196740309956,-2.700712155681613e-05,420
692.0,0.00020347983623248892,0.0005929478707485395,0.00020671068713669336,425
696.0,-0.002907693045818845,0.00302192681205278,6.062109969909952e-05,43
706.0,-0.0028688241857453734,0.0026322964602467354,0.000436621365810182,44
716.0,0.007231176305233638,0.008830557225660538,0.000787616970987326,45
717.0,0.002651870566436609,0.0026002260706202507,0.0035880025465417843,450
730.0,-0.003776153438960084,0.0031721943398224464,0.0012281294588604517,46
742.0,-0.0030806956615479194,0.0026691451189718106,0.0002562334792058866,47
753.0,-0.003994992544070172,0.0038229796113528236,0.0003272195614286356,48
755.0,-8.584993700416867e-05,0.0001986764125960352,0.00018317189695413148,4800
764.0,-0.0028664979380924865,0.0031749016492378557,-0.0006321230739923136,49
778.0,0.013687820220780496,0.019946501380214452,-0.0007172139501128319,5
779.0,-0.00260425584058559,0.006092208620055086,-2.811894294676885e-05,50
780.0,-0.0003708610855181757,0.00047745736640431594,-0.0004889484733069827,500
781.0,-0.00033449079339990855,0.0002627099394902523,0.00013426654769658266,5000
793.0,-0.0029498154099794932,0.0022776380407400296,-0.0005709404232868177,51
794.0,-0.00011034896994088039,0.00026650969225251855,0.0002774519927891028,5100
802.0,-0.0029153627230532934,0.0019145828579154793,-0.00017593755366868014,52
804.0,-0.00017014602435380262,0.00020625735932897733,0.00017358371616944557,5200
815.0,-0.003514038289457022,0.0037287569054934144,0.0006957319105312156,53
823.0,-0.002819783329457701,0.0037894291441433465,0.0008565682749705278,54
836.0,-0.003272955390321464,0.003023919155494086,-0.00020922623872031285,55
848.0,-0.0034698235752534086,0.0035081724176416846,0.0006668019975464667,56
858.0,-0.0030459761471863423,0.0027564844278156683,-0.00043551362540529065,57
864.0,-0.002542850767101965,0.0026192667468340055,-0.00035993680485004066,58
868.0,-0.001954538640390042,0.002678208104464525,-0.0003531268477604298,59
877.0,0.016613074444714958,0.012691780669232084,-0.004226990981774591,6
878.0,-0.0025783006888284313,0.0033119670208151706,0.00103966927660029,60
879.0,-0.0009428033824811171,0.0009649468279529905,-0.0006711773964556838,600
883.0,-0.0029035152994400615,0.0022359843842516733,-0.0004723703603048964,61
884.0,-0.00245325811875015,0.0026588094431284673,-3.3429504897409615e-05,62
885.0,-1.5564617355252686e-05,0.00021558185179821742,0.0006379943438839858,620
887.0,-0.0020662841539979123,0.0023451149867375846,0.0004226735257250283,63
890.0,-0.002008337360190845,0.0014652543566361746,0.0009653114298462782,64
893.0,-0.0021744676864374935,0.0032855149422649074,0.00023439904747899065,65
895.0,-0.0015426576448292523,0.0011612961991001789,-0.0006156168734932074,66
903.0,-0.0020255041672484903,0.0017180499958885835,-3.6824770052792966e-05,67
904.0,-0.002999500603511891,0.004074130396367209,0.0014229465309979472,68
909.0,-0.00276459113470915,0.0028897285233503746,0.0005867141300512583,69
910.0,-1.5564617355252723e-05,0.00021558185179821774,0.0006379943438839862,690
916.0,-0.004619567506159542,0.008570332319130741,0.0006143078056633623,7
917.0,-0.002869401275362539,0.0030584687245074752,0.00033090517041526273,70
923.0,-0.0010842078706494007,0.0027192889450407707,-0.0007259094189249036,71
925.0,-0.0027859928115765795,0.0018133214074916226,0.0005538398105554096,72
930.0,-0.0018414264062665418,0.0023850567284920353,0.0006697283830108201,73
934.0,-0.0017368280691931392,0.00183264796676334,0.0005446859977398181,74
935.0,-1.5564617355252686e-05,0.00021558185179821755,0.0006379943438839859,740
938.0,-0.0028405061096869522,0.0018744357079543972,0.0005528928315279041,75
940.0,-0.00019396921242276387,0.0004209716749446324,0.00022450136988898784,7500
945.0,-0.003079387791175359,0.0020288461964837593,0.0016521232447740234,76
951.0,-0.0026087808073728034,0.0023886014359797386,0.000604647765157532,77
955.0,-0.0007211130024317618,0.0017637962930717975,0.002021748459255159,78
956.0,-0.00017014602435380262,0.0002062573593289774,0.00017358371616944557,7800
960.0,-0.0025034538362767905,0.00209224036198193,1.534558506203508e-05,79
967.0,0.002858057626182259,0.010042990504867748,0.006506118904637211,8
968.0,-0.0013755159388304013,0.0033689326217180367,-0.0009044119246177385,80
976.0,-0.002238953515026715,0.0014877728572425355,0.0006994059599993852,81
977.0,-0.00011034896994088043,0.00026650969225251844,0.0002774519927891026,810
980.0,-0.001953890972935577,0.0012235426219145242,2.942073781176781e-05,82
983.0,-0.002231817019214605,0.0012251282744194774,-0.0010129660141687973,83
985.0,-0.002541895153530268,0.0018633391973422353,0.0001873867884129992,84
988.0,-0.0021037974348817783,0.0022246785464145867,2.7458946398146527e-05,85
994.0,-0.0014823371108143224,0.0008811046910108067,0.0006541922046630877,86
998.0,-6.154781772504576e-05,0.0007271680662564742,0.000603260580261249,869
999.0,-0.0016891943529408287,0.001483692797580321,0.0004896449004932246,87
1000.0,-0.00038526062329040747,0.0006230078652576426,0.001428928859199457,870
1002.0,-0.00017293847768508146,0.000651239723357698,0.00027433509105721717,874
1008.0,-0.0021009966071184475,0.0018253074669516637,-1.134873286226054e-05,88
1014.0,-0.0007468841814675842,0.0013699342059285795,-0.0014582747330686653,89
1028.0,-0.0045813953706626805,0.007700059175125429,0.001229038244210375,9
1029.0,-0.0012191937466511052,0.0021210495675028983,0.00020865868704570675,90
1030.0,-0.0003430060662193437,0.00020830021812235646,0.001007546109071294,900
1034.0,-0.001670647633447767,0.001201143579959096,0.00027271456526422737,91
1038.0,-0.00101176938902081,0.0008640488973893325,-0.000868149854177416,92
1043.0,-0.001928505146740497,0.002024083105577189,0.0004190385460359874,93
1046.0,-0.001757754032298179,0.0010861168986907904,8.929393725625317e-06,94
1053.0,-0.0017186626993545802,0.0017498605664487828,-5.4737788757073674e-05,95
1055.0,-0.0019773433061519414,0.0018692225536436073,0.0012949073731365894,96
1056.0,-0.001814902786785494,0.0010679540787831437,0.0011534087376604493,97
1058.0,-0.001977171976022255,0.0018253942763496408,0.0004618758851917033,98
1059.0,-0.0017078082952024613,0.0018875665726525268,0.00020848657214086802,99
1062.0,-0.01139648387526497,-0.07213068177469087,-0.048190451547857324,a
1070.0,-0.0005574046128383198,0.0009645547794321969,0.0005516144567145203,abbreviations
1076.0,-0.001424449591264471,0.002219462751724025,-0.0006996055412096882,ability
1078.0,-0.0065004641101642805,0.0070607588107360585,-0.0024783167398745917,able
1088.0,0.01545046315267419,-0.018110172673402997,-0.0315988771210618,about
1089.0,-0.0025205174136513006,-0.02161430312172927,0.0032238739782102497,above
1093.0,-0.0011527684674045638,0.0013556865598338013,-0.000572130647520563,absence
1096.0,-0.0010001814763552783,0.0009318111872729627,-0.0006376222446534453,absolute
1097.0,-0.004304657031892112,0.003555304355564865,-0.0031126509067784386,absolutely
1098.0,-0.002009343873832612,1.2599928077028923e-05,-0.002465988175045217,absorb
1099.0,0.0008541585906278344,0.00034289311717947325,0.0010366203912028156,absorbed
